Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --seed 10 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T300_E150_D500.txt --cnum 150 --enum 150 --dnum 500 --tnum 300 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T300_E150_D500.txt
Generations: 10000
Population size: 40
Random seed: 10
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 150/150/500/300/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T300_E150_D500.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=300, M_Jnum=300, M_OPTnum=5, ops=1500
  Nvar=3600, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=600
  Block 1 (seq): start=600, len=1500
  Block 2 (dev): start=2100, len=1500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 2050.35
Gen 50: best_fit = 1674.31
Gen 100: best_fit = 1574.17
Gen 150: best_fit = 1518.99
Gen 200: best_fit = 1485.68
Gen 250: best_fit = 1465.47
Gen 300: best_fit = 1403.41
Gen 350: best_fit = 1390.41
Gen 400: best_fit = 1380.39
Gen 450: best_fit = 1373.9
Gen 500: best_fit = 1335.54
Gen 550: best_fit = 1310.27
Gen 600: best_fit = 1291.46
Gen 650: best_fit = 1285.46
Gen 700: best_fit = 1280.28
Gen 750: best_fit = 1253.26
Gen 800: best_fit = 1251.03
Gen 850: best_fit = 1247.92
Gen 900: best_fit = 1244.72
Gen 950: best_fit = 1240.01
Gen 1000: best_fit = 1234.62
Gen 1050: best_fit = 1226.55
Gen 1100: best_fit = 1220.02
