Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --seed 10 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T50_E50_D150.txt --cnum 50 --enum 50 --dnum 150 --tnum 50 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T50_E50_D150.txt
Generations: 10000
Population size: 40
Random seed: 10
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 50/50/150/50/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T50_E50_D150.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=50, M_Jnum=50, M_OPTnum=5, ops=250
  Nvar=600, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=100
  Block 1 (seq): start=100, len=250
  Block 2 (dev): start=350, len=250
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 1477.82
Gen 50: best_fit = 1005.63
Gen 100: best_fit = 973.508
Gen 150: best_fit = 966.623
Gen 200: best_fit = 963.785
Gen 250: best_fit = 957.378
Gen 300: best_fit = 956.028
Gen 350: best_fit = 954.798
Gen 400: best_fit = 948.311
Gen 450: best_fit = 947.593
Gen 500: best_fit = 947.179
Gen 550: best_fit = 946.239
Gen 600: best_fit = 946.073
Gen 650: best_fit = 945.904
Gen 700: best_fit = 945.317
Gen 750: best_fit = 944.781
Gen 800: best_fit = 944.646
Gen 850: best_fit = 944.391
Gen 900: best_fit = 944.116
Gen 950: best_fit = 943.961
Gen 1000: best_fit = 943.885
Gen 1050: best_fit = 943.788
Gen 1100: best_fit = 943.653
Gen 1150: best_fit = 943.371
Gen 1200: best_fit = 943.287
