=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
=================================
[Initial] Loading data from: "data\\data_matrix_100.txt"
Gen 2300: best_fit = 55.5842
Gen 2350: best_fit = 55.5799
Gen 2400: best_fit = 55.5762
Gen 2450: best_fit = 55.5762
Gen 2500: best_fit = 55.5762
Gen 2550: best_fit = 55.5762
Gen 2600: best_fit = 55.5762
Gen 2650: best_fit = 55.5756
Gen 2700: best_fit = 55.5688
Gen 2750: best_fit = 55.5657
Gen 2800: best_fit = 55.5657
Gen 2850: best_fit = 55.5657
Gen 2900: best_fit = 55.5657
Gen 2950: best_fit = 55.5657
Gen 3000: best_fit = 55.562
Gen 3050: best_fit = 55.562
Gen 3100: best_fit = 55.5617
Gen 3150: best_fit = 55.5497
Gen 3200: best_fit = 55.5497
Gen 3250: best_fit = 55.542
Gen 3300: best_fit = 55.538
Gen 3350: best_fit = 55.538
Gen 3400: best_fit = 55.538
Gen 3450: best_fit = 55.5294
Gen 3500: best_fit = 55.5244
Gen 3550: best_fit = 55.5201
Gen 3600: best_fit = 55.5201
Gen 3650: best_fit = 55.5121
Gen 3700: best_fit = 55.5087
Gen 3750: best_fit = 55.5017
Gen 3800: best_fit = 55.4906
Gen 3850: best_fit = 55.4869
Gen 3900: best_fit = 55.4826
Gen 3950: best_fit = 55.4785
Gen 4000: best_fit = 55.4715
Gen 4050: best_fit = 55.4675
Gen 4100: best_fit = 55.4604
Gen 4150: best_fit = 55.4533
Gen 4200: best_fit = 55.4468
Gen 4250: best_fit = 55.4437
Gen 4300: best_fit = 55.4376
Gen 4350: best_fit = 55.4367
Gen 4400: best_fit = 55.4256
Gen 4450: best_fit = 55.4176
Gen 4500: best_fit = 55.4139
Gen 4550: best_fit = 55.4099
Gen 4600: best_fit = 55.4031
Gen 4650: best_fit = 55.3988
Gen 4700: best_fit = 55.3926
Gen 4750: best_fit = 55.3852
Gen 4800: best_fit = 55.3744
Gen 4850: best_fit = 55.3707
Gen 4900: best_fit = 55.3658
Gen 4950: best_fit = 55.3621
Gen 5000: best_fit = 55.3578
Gen 5050: best_fit = 55.3535
Gen 5100: best_fit = 55.347
Gen 5150: best_fit = 55.3433
Gen 5200: best_fit = 55.3402
Gen 5250: best_fit = 55.339
Gen 5300: best_fit = 55.335
Gen 5350: best_fit = 55.3298
Gen 5400: best_fit = 55.3295
Gen 5450: best_fit = 55.3267
Gen 5500: best_fit = 55.3227
Gen 5550: best_fit = 55.3187
Gen 5600: best_fit = 55.3153
Gen 5650: best_fit = 55.3113
Gen 5700: best_fit = 55.3107
Gen 5750: best_fit = 55.3033
Gen 5800: best_fit = 55.2996
Gen 5850: best_fit = 55.2956
Gen 5900: best_fit = 55.2956
Gen 5950: best_fit = 55.2885
Gen 6000: best_fit = 55.2879
Gen 6050: best_fit = 55.2836
Gen 6100: best_fit = 55.2829
Gen 6150: best_fit = 55.2823
Gen 6200: best_fit = 55.2792
Gen 6250: best_fit = 55.2749
Gen 6300: best_fit = 55.2715
Gen 6350: best_fit = 55.2712
Gen 6400: best_fit = 55.2712
Gen 6450: best_fit = 55.2638
Gen 6500: best_fit = 55.2638
Gen 6550: best_fit = 55.2601
Gen 6600: best_fit = 55.2592
Gen 6650: best_fit = 55.2558
Gen 6700: best_fit = 55.2521
Gen 6750: best_fit = 55.2478
Gen 6800: best_fit = 55.2466
Gen 6850: best_fit = 55.2432
Gen 6900: best_fit = 55.2401
Gen 6950: best_fit = 55.2392
Gen 7000: best_fit = 55.2389
Gen 7050: best_fit = 55.2349
Gen 7100: best_fit = 55.2309
Gen 7150: best_fit = 55.2306
Gen 7200: best_fit = 55.2306
Gen 7250: best_fit = 55.23
Gen 7300: best_fit = 55.2253
Gen 7350: best_fit = 55.2223
Gen 7400: best_fit = 55.2223
Gen 7450: best_fit = 55.2223
Gen 7500: best_fit = 55.2219
Gen 7550: best_fit = 55.2219
Gen 7600: best_fit = 55.2186
Gen 7650: best_fit = 55.2186
Gen 7700: best_fit = 55.2152
Gen 7750: best_fit = 55.2149
Gen 7800: best_fit = 55.2149
Gen 7850: best_fit = 55.2081
Gen 7900: best_fit = 55.2044
Gen 7950: best_fit = 55.2044
Gen 8000: best_fit = 55.2044
Gen 8050: best_fit = 55.2007
Gen 8100: best_fit = 55.1976
Gen 8150: best_fit = 55.1939
Gen 8200: best_fit = 55.1874
Gen 8250: best_fit = 55.1859
Gen 8300: best_fit = 55.1828
Gen 8350: best_fit = 55.1797
Gen 8400: best_fit = 55.1761
Gen 8450: best_fit = 55.1761
Gen 8500: best_fit = 55.1754
Gen 8550: best_fit = 55.1754
Gen 8600: best_fit = 55.1724
Gen 8650: best_fit = 55.1717
Gen 8700: best_fit = 55.168
Gen 8750: best_fit = 55.168
Gen 8800: best_fit = 55.168
Gen 8850: best_fit = 55.168
Gen 8900: best_fit = 55.1671
Gen 8950: best_fit = 55.1668
Gen 9000: best_fit = 55.1668
Gen 9050: best_fit = 55.1668
Gen 9100: best_fit = 55.1668
Gen 9150: best_fit = 55.1668
Gen 9200: best_fit = 55.1656
Gen 9250: best_fit = 55.1656
Gen 9300: best_fit = 55.1625
Gen 9350: best_fit = 55.1594
Gen 9400: best_fit = 55.1563
Gen 9450: best_fit = 55.1563
Gen 9500: best_fit = 55.1533
Gen 9550: best_fit = 55.1526
Gen 9600: best_fit = 55.1523
Gen 9650: best_fit = 55.1523
Gen 9700: best_fit = 55.1489
Gen 9750: best_fit = 55.1388
Gen 9800: best_fit = 55.1388
Gen 9850: best_fit = 55.1388
Gen 9900: best_fit = 55.1388
Gen 9950: best_fit = 55.1357
Gen 10000: best_fit = 55.1357

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 55.1357
Time = 88.431 s
