gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.30749384096309657,0.2939066090239614,0.342886895772567,0.055712654240375144,0.29005748801547226,0.27397607126591045,0.33939833651960266,0.09656810419901476,0.3160849207315121,0.2941931880521084,0.3345778660267214,0.05514402518965818,0.19918377632618958,0.20333050991849114,0.09806439601736948,0.114295631924189,0.09132535708863682,0.11313277883986755,0.11152595534224047,0.06914159454301604
100,0.3225889560419491,0.29685241152188174,0.3430172824014098,0.03754135003475932,0.3277083225821579,0.3022441904430483,0.29331093973036176,0.07673654724443214,0.3452743398641289,0.30934755868095554,0.32280482549762174,0.022573275957293804,0.216765759541369,0.21404225046200356,0.10311585289365184,0.11433909413380326,0.1007480634810161,0.09777031324345392,0.10760160849920725,0.04561705774549509
150,0.267950133579374,0.3714633171948667,0.2900145815190235,0.07057196770673592,0.3077846624975112,0.32401410074787224,0.33639478857401717,0.03180644818059944,0.3097991191504796,0.3290461088610882,0.29456656376076895,0.06658820822766334,0.19191159869229504,0.22708747878178212,0.1096820362870294,0.09667152717300782,0.10800470024929075,0.11213159619133906,0.09818885458692299,0.0563222080383329
200,0.28818782551974187,0.3059049233310291,0.32756929628733006,0.07833795486189907,0.30896632190603324,0.28082190773416293,0.30681479667083283,0.103396973688971,0.35145077665260477,0.2878879510638475,0.28799396017798834,0.07266731210555943,0.19905138247525836,0.2191185666612113,0.09596265035461583,0.10918976542911002,0.09360730257805432,0.1022715988902776,0.09599798672599612,0.0848007468854765
250,0.3105640227213329,0.30131679503858727,0.3072541669978988,0.08086501524218113,0.30117757959557356,0.3517348740203083,0.2951659797279333,0.051921566656184866,0.320611559649332,0.3265329309194038,0.28411908212027887,0.0687364273109855,0.2039138674389688,0.20730945156263977,0.10884431030646792,0.10241805566596628,0.11724495800676943,0.0983886599093111,0.09470636070675963,0.06717433640311717
300,0.26518350679014907,0.2920172587866032,0.35633615874696417,0.08646307567628364,0.31280129236118603,0.27257270467224026,0.3363693659816663,0.07825663698490762,0.27105684632069976,0.3158983101933651,0.329978956107109,0.08306588737882604,0.19266159971711172,0.18769136836910097,0.1052994367311217,0.11877871958232139,0.09085756822408009,0.11212312199388876,0.10999298536903633,0.0825952000133391
350,0.30923834169545067,0.3096456291307612,0.3043841040132367,0.07673192516055147,0.3377132718364381,0.29361549501166406,0.29170414256383903,0.07696709058805887,0.31233119262162357,0.30687384556005004,0.27476556242436895,0.10602939939395742,0.21565053784396293,0.20732560725079494,0.10229128185335001,0.10146136800441223,0.09787183167055469,0.09723471418794634,0.09158852080812298,0.08657613838085591
400,0.3258981904964325,0.30898539993374224,0.33019890999253076,0.03491749957729437,0.30408467919495696,0.3139127266235322,0.3173419361683233,0.06466065801318761,0.29310258599915906,0.33392601518221027,0.2876202008781668,0.08535119794046385,0.2099942898971298,0.20069599531096713,0.11130867172740343,0.11006630333084359,0.1046375755411774,0.1057806453894411,0.09587340029272227,0.06164311851031528
450,0.32318816038744796,0.329192027858247,0.3181966907549569,0.02942312099934809,0.2837616151240797,0.3137688196620164,0.3273784240316038,0.07509114118230005,0.3045727791109782,0.33032681071339026,0.2884889668317541,0.07661144334387741,0.20231659183717587,0.2112549356564084,0.11010893690446343,0.10606556358498563,0.10458960655400547,0.10912614134386793,0.09616298894391805,0.06037523517517518
500,0.2903245925822814,0.32651262757359917,0.30117743422810545,0.0819853456160141,0.3107545843198636,0.3100991989289293,0.2858322637254571,0.09331395302574999,0.3073600556739838,0.32818213158288356,0.29117675252583314,0.07328106021729952,0.20035972563404833,0.211290894415861,0.10939404386096119,0.10039247807603514,0.10336639964297643,0.09527742124181904,0.09705891750861105,0.08286011961968787
550,0.314294913520535,0.3130812123761077,0.3040590013765919,0.06856487272676526,0.30110181143557213,0.35113929372049163,0.2708073766138805,0.0769515182300558,0.2850022589736351,0.3312350129431613,0.3159812271116746,0.06778150097152898,0.20513224165203572,0.19936115711658095,0.11041167098105377,0.10135300045886397,0.11704643124016388,0.09026912553796017,0.10532707570389153,0.07109929730945001
600,0.2846361467094005,0.2893735625188538,0.31418639400973314,0.11180389676201259,0.2754829369913217,0.32963948351231764,0.28199925632498224,0.11287832317137833,0.2698472539255124,0.3596738987306266,0.3189961912885649,0.051482656055296144,0.18670636123357406,0.18640693881478873,0.11989129957687554,0.10472879800324437,0.10987982783743921,0.09399975210832741,0.10633206376285496,0.0920549586628957
650,0.25555907454235005,0.3480793731523563,0.31765253411891287,0.07870901818638076,0.32945684083419713,0.2988003444449157,0.2690335994472285,0.10270921527365864,0.28580150666576837,0.31457601764309623,0.3037332645424288,0.09588921114870663,0.19500530512551573,0.21129362660604156,0.10485867254769875,0.10588417803963762,0.0996001148149719,0.0896778664824095,0.10124442151414294,0.09243581486958201
700,0.30335829678337634,0.2885881023684794,0.32338443897184094,0.08466916187630343,0.31018336812469854,0.3599641075651809,0.2989405702692187,0.030911954040901794,0.2911099598439001,0.3150957330393782,0.26784719850310246,0.12594710861361924,0.20451388830269165,0.1932326874041265,0.10503191101312608,0.10779481299061365,0.1199880358550603,0.09964685675640624,0.08928239950103416,0.08050940817694148
750,0.3126566140164984,0.3085319952018257,0.352026066452701,0.026785324328974864,0.3086272929109302,0.3153702696365447,0.2821072410276268,0.09389519642489816,0.2923009759357175,0.33711344221515155,0.3051524633869272,0.06543311846220355,0.2070946356424762,0.20027765704584777,0.11237114740505051,0.11734202215090034,0.10512342321218156,0.09403574700920893,0.1017174877956424,0.06203787973869219
800,0.2968611367791367,0.3743916612662711,0.30812707300981435,0.020620128944777747,0.2814900239653263,0.31531497631392624,0.3051992308808049,0.0979957688399426,0.2854047862664135,0.30768950916845694,0.3171732457861513,0.08973245877897816,0.19278372024815435,0.21993214917756154,0.10256316972281898,0.10270902433660478,0.10510499210464208,0.1017330769602683,0.10572441526205044,0.0694494521878995
850,0.3233185418307541,0.3141220760386768,0.2894031775023374,0.07315620462823166,0.27109120048186014,0.3317913236168932,0.30634068645848694,0.09077678944275981,0.3018280106269689,0.3193022452793146,0.3253552516875138,0.053514492406202666,0.1981365807708714,0.20531669555521526,0.10643408175977154,0.09646772583411246,0.11059710787229772,0.10211356215282898,0.1084517505625046,0.07248249549239805
900,0.2748101592891887,0.3482003406759487,0.3191482480650385,0.057841251969824085,0.3069208994837097,0.33831790412611634,0.2673173483688558,0.0874438480213181,0.27561042333650443,0.3498746151485512,0.2667145822894388,0.10780037922550546,0.19391035292429948,0.20793692133748434,0.11662487171618374,0.10638274935501284,0.11277263470870545,0.0891057827896186,0.08890486076314626,0.08436182640554922
950,0.28254809174984225,0.37276135639899843,0.2767769179244813,0.06791363392667796,0.27168784839261123,0.3077758064158342,0.32162393045518717,0.09891241473636737,0.3033594154605867,0.2911260443823836,0.31817002094891067,0.08734451920811903,0.18474531338081782,0.22537359061986173,0.09704201479412787,0.09225897264149376,0.10259193547194473,0.10720797681839572,0.10605667364963689,0.08472352262372146
1000,0.2708032849350985,0.32657049430696183,0.31379741973767067,0.08882880102026905,0.27747259380622286,0.2886862526037645,0.30815455663058045,0.12568659695943213,0.2544041899711735,0.30936318684919606,0.32376238518954026,0.11247023799009022,0.18275862624710712,0.1936582280927118,0.10312106228306535,0.10459913991255688,0.0962287508679215,0.10271818554352681,0.10792079506318009,0.10899521198993047
1050,0.27764876540272765,0.39313949864238146,0.26381383387530305,0.06539790207958783,0.2896502246967101,0.3232948747639159,0.270889953731876,0.116164946807498,0.30466339563319755,0.36519416534580734,0.24799924639161453,0.08214319262938052,0.18909966336647924,0.23260096475852632,0.12173138844860244,0.08793794462510102,0.10776495825463862,0.09029665124395868,0.0826664154638715,0.08790201383882212
1100,0.29312173061674085,0.35942091743191007,0.25836320089170123,0.0890941510596479,0.30248641117987213,0.31813529744627655,0.30374067384738807,0.0756376175264632,0.26005096375236264,0.32045650256164615,0.30895758294238584,0.11053495074360528,0.19853604726553767,0.20649062706142426,0.10681883418721538,0.08612106696390041,0.10604509914875886,0.10124689128246268,0.10298586098079528,0.09175557310990545
1150,0.30929989838039085,0.3400002669009138,0.2899823294195247,0.060717505299170665,0.3001079157181661,0.30360405807041024,0.28592536250205086,0.11036266370937284,0.29907055978709396,0.34504042241093197,0.277874959719553,0.07801405808242111,0.20313593803285232,0.21302360889600258,0.11501347413697732,0.09666077647317489,0.10120135269013675,0.09530845416735029,0.09262498657318434,0.08303140903032154
1200,0.29718951307846575,0.3409847944528659,0.29481194456602755,0.0670137479026408,0.29313795112408325,0.34832135425194866,0.2681040894419484,0.09043660518201962,0.27664262086711366,0.37075897536872215,0.25248809640712866,0.10011030735703548,0.19677582140084968,0.20587580510665984,0.12358632512290739,0.09827064818867585,0.11610711808398289,0.0893680298139828,0.08416269880237622,0.0858535534805653
1250,0.2960047736313488,0.3117791945313366,0.3050625257557184,0.08715350608159625,0.2760763560619095,0.33590005088969116,0.3017355730836782,0.08628801996472117,0.31555788898339265,0.33747031008852557,0.2558130231998143,0.09115877772826753,0.19069370989775278,0.20911236117157642,0.11249010336284186,0.10168750858523946,0.11196668362989705,0.10057852436122607,0.08527100773327144,0.08820010125819498
1300,0.2902348570759969,0.353424062492989,0.29837669543237505,0.05796438499863905,0.3069381883628144,0.3089566104045781,0.29978421762849317,0.08432098360411429,0.2902964465243859,0.33485607665702843,0.2838738817889627,0.09097359502962303,0.19905768181293712,0.21457350300579167,0.11161869221900948,0.09945889847745835,0.10298553680152604,0.09992807254283105,0.09462462726298758,0.07775298787745878
