gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,0,0.024433142119066657,0.02237081676219496,0.020623253568716964
50,0,1,3,0.005658186877230056,0.007787959313285614,-0.021297724360555582
50,0,2,0,0.01993797784611855,0.019136540222413727,0.008014376237048213
50,0,3,0,0.010470799302015228,0.01288630028174372,-0.024155009797284927
50,0,4,3,-0.0003387567597352473,0.0,-0.003387567597352473
50,0,5,1,0.018544687939054137,0.019540183868978385,-0.009954959299242479
50,0,6,3,0.014117774013421899,0.01470597265476588,-0.00588198641343982
50,0,7,0,0.006969639978558646,0.005856541790917954,0.01113098187640692
50,1,0,0,0.02652550832601555,0.030467572432325216,-0.039420641063096645
50,1,1,1,0.01178466529361586,0.008727846451911873,0.03056818841703986
50,1,2,3,0.018691116860042923,0.016178585227563557,0.025125316324793655
50,1,3,0,0.008952198230411318,0.007927890511547176,0.010243077188641415
50,1,4,1,0.018193241150028912,0.014591691892622657,0.036015492574062564
50,1,5,1,0.01523007088688464,0.016344847649900573,-0.011147767630159337
50,1,6,2,0.023705051842590995,0.025451627244291692,-0.017465754017006955
50,1,7,2,0.02128655158936977,0.022383424108591288,-0.010968725192215202
50,2,0,3,0.00522437071761075,0.0036880204086616793,0.015363503089490707
50,2,1,3,0.024561573320548872,0.02218563913813591,0.02375934182412964
50,2,2,3,0.004756909655155763,0.004996297188572522,-0.0023938753341675935
50,2,3,3,0.02157586239129205,0.02092309852195593,0.00652763869336118
50,2,4,3,0.009640976708103282,0.01233373279011761,-0.026927560820143283
50,2,5,1,0.007891966514614235,0.009236890426388138,-0.01344923911773902
50,2,6,3,0.009491783807116433,0.00944554212244916,0.00046241684667272526
50,2,7,1,0.02592594006149897,0.02770007488467984,-0.017741348231808708
100,0,0,0,0.012245762612158867,0.011442363863884166,0.008033987482747019
100,0,1,1,0.0089308165533135,0.009117244143576238,-0.001864275902627367
100,0,2,3,0.0017050287939571604,0.004071652018899205,-0.02366623224942045
100,0,3,3,0.024577357270910108,0.02399632128710654,0.005810359838035656
100,0,4,0,0.0019468492736616058,0.0,0.019468492736616057
100,0,5,1,0.012103651135889449,0.016114153658465913,-0.04010502522576464
100,0,6,1,0.011956222404603714,0.012488712326287427,-0.0053248992168371265
100,0,7,1,0.00961372965955985,0.009445285742840112,0.0016844391671973916
100,1,0,0,0.010010870605456988,0.010047339399372385,-0.0003646879391539691
100,1,1,3,0.026880167790336695,0.023331120938772952,0.03549046851563744
100,1,2,3,0.011644177462258347,0.009814190791990836,0.018299866702675107
100,1,3,3,0.027657319289935194,0.03279914612254281,-0.05141826832607615
100,1,4,2,0.022300509244286084,0.019362942567248922,0.029375666770371605
100,1,5,3,0.014081362092042181,0.013948352101206513,0.0013300999083566808
