gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,1,0.025364255048005175,0.024801908716718217,0.005623463312869589
50,0,1,2,0.006292548166372346,0.008024427934036918,-0.01731879767664572
50,0,2,3,0.017198156684165505,0.017907331778668222,-0.007091750945027162
50,0,3,0,-0.0010714297455388002,0.0,-0.010714297455388003
50,0,4,1,0.027351218697919982,0.030756775921706603,-0.0340555722378662
50,0,5,0,0.002806431288870862,0.0005864920026594621,0.022199392862113997
50,0,6,1,0.006285998967125762,0.007550170612743584,-0.012641716456178217
50,0,7,2,0.016508154371642506,0.021162353965533127,-0.046541995938906205
50,1,0,0,0.015292447123751133,0.012192665991492881,0.03099781132258252
50,1,1,2,0.010844572701802911,0.010642699118332603,0.0020187358347030925
50,1,2,1,0.034915150386484836,0.03606884733278146,-0.011536969462966251
50,1,3,0,0.018475743205351423,0.014831632762665739,0.03644110442685685
50,1,4,3,0.0232391796408157,0.025275810705538217,-0.020366310647225164
50,1,5,0,0.01553948557623102,0.016024723671031568,-0.004852380948005486
50,1,6,3,0.005721809451924757,0.005168980723417248,0.00552828728507509
50,1,7,3,0.024695920875249813,0.02495539328162682,-0.0025947240637700644
50,2,0,3,0.018768503116884553,0.020711740662910472,-0.019432375460259197
50,2,1,3,0.024035611278248725,0.02239692508412923,0.01638686194119494
50,2,2,2,0.01032279449106792,0.011238958094404176,-0.009161636033362553
50,2,3,1,0.024327867053561734,0.022689658715737457,0.016382083378242766
50,2,4,2,0.012050634907135593,0.010968373230699512,0.01082261676436081
50,2,5,1,0.005903089616623354,0.006724157592653384,-0.008210679760300299
50,2,6,3,0.0237501896158635,0.024959386848222583,-0.012091972323590817
50,2,7,2,-0.0038331949350364223,0.0,-0.03833194935036422
100,0,0,2,0.001559101300760808,0.001868322818000626,-0.0030922151723981805
100,0,1,0,0.0017056885443815402,0.0031111984640239485,-0.014055099196424082
100,0,2,3,0.01323993005456631,0.010594921391520065,0.026450086630462447
100,0,3,0,0.021651734724857177,0.021619475894305167,0.00032258830552007745
100,0,4,1,0.011323166373673685,0.010667673433769786,0.00655492939903899
100,0,5,3,0.0190264557213217,0.0208416907335229,-0.01815235012201201
100,0,6,1,0.0004234275683411941,0.0,0.004234275683411941
100,0,7,2,0.02206135516582511,0.02262149241958686,-0.005601372537617508
100,1,0,0,0.006622496356246018,0.006187615525639496,0.004348808306065225
100,1,1,3,0.014441157198453628,0.014641752533340444,-0.0020059533488681665
100,1,2,3,0.017766967787022116,0.016071050300094716,0.016959174869273997
100,1,3,2,0.02877286187373913,0.028777362362747444,-4.500489008314781e-05
100,1,4,0,0.00951424144278464,0.007982330537332175,0.01531910905452466
100,1,5,3,0.00956140463390636,0.007380084761730096,0.021813198721762645
100,1,6,0,0.009394074138671264,0.013779161120286081,-0.04385086981614817
100,1,7,1,0.011983020936130377,0.00951927066755177,0.024637502685786065
100,2,0,3,0.019506472698659974,0.017489135986750295,0.020173367119096782
100,2,1,0,0.02227998476738649,0.01984453439248422,0.02435450374902273
100,2,2,2,0.030934596695182098,0.030217004527369588,0.0071759216781250865
100,2,3,2,0.023438339868767977,0.024052594014939546,-0.006142541461715709
