gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,0,0.017897628875304415,0.020018091639816646,-0.021204627645122317
50,0,1,2,0.018291011671069633,0.019330215443757136,-0.010392037726875046
50,0,2,2,0.013380877326705932,0.009500361486424101,0.03880515840281832
50,0,3,3,0.014666953628194772,0.015847015583376683,-0.011800619551819108
50,0,4,1,0.02762426359463754,0.02683326943866396,0.007909941559735794
50,0,5,2,0.03232088890809848,0.03126667104793522,0.01054217860163254
50,0,6,2,0.011034592225522662,0.00726698641165917,0.03767605813863492
50,0,7,2,0.0010668671125339368,0.001166098666602779,-0.0009923155406884212
50,1,0,0,-0.0014096031578145806,0.0029491473629723684,-0.043587505207869484
50,1,1,3,-0.001497080046662365,0.0002364679993564489,-0.017335480460188138
50,1,2,1,0.007501088693312533,0.007374552587831157,0.0012653610548137562
50,1,3,2,0.006598638014221128,0.007313198973376226,-0.00714560959155098
50,1,4,1,-0.0003951560474998344,0.0006422688632462571,-0.010374249107460915
50,1,5,3,0.01293453952076756,0.014594007556256025,-0.016594680354884647
50,1,6,1,0.011386728626924572,0.007963966154563244,0.034227624723613286
50,1,7,1,0.02164809686135407,0.017955217071572178,0.03692879789781893
50,2,0,3,0.0076561279632185765,0.006835848702296393,0.008202792609221837
50,2,1,2,0.007970755357448815,0.008620319505954065,-0.0064956414850525016
50,2,2,2,0.0030213216542736496,0.002589907319378807,0.004314143348948425
50,2,3,0,0.009773727078282595,0.007900007732485736,0.01873719345796859
50,2,4,3,0.0007643858937871877,0.004629458846457721,-0.038650729526705334
50,2,5,2,0.028009036185332965,0.02762638868669707,0.0038264749863589466
50,2,6,1,0.0035465959485659823,0.003141032040242882,0.004055639083230999
50,2,7,3,0.0064674581413945,0.006298875565221037,0.0016858257617346295
100,0,0,3,0.006492744520730006,0.007787305053416029,-0.01294560532686023
100,0,1,2,0.010156055833182381,0.009839192165246691,0.003168636679356893
100,0,2,0,0.02368035718108603,0.027682493053271237,-0.04002135872185205
100,0,3,2,0.003410420622607103,0.0011759172182963656,0.02234503404310737
100,0,4,3,0.01681825297433188,0.014835391017961313,0.019828619563705695
100,0,5,1,0.022951924241405897,0.02307119459902674,-0.0011927035762084213
100,0,6,2,0.02150788474949443,0.02294202060893839,-0.014341358594439586
100,0,7,2,0.009960595943567251,0.008685787497926027,0.012748084456412241
100,1,0,1,0.012260643583447996,0.013427714904671638,-0.011670713212236419
100,1,1,2,0.006433555187110128,0.005595875694538692,0.008376794925714363
100,1,2,0,0.021598781726571554,0.024297637090672765,-0.026988553641012113
100,1,3,3,0.03499761465231847,0.038310114495438266,-0.03312499843119794
100,1,4,2,0.016100792998956396,0.013549899476086466,0.02550893522869931
100,1,5,0,0.012007895443967713,0.011676016373500433,0.0033187907046727983
100,1,6,3,0.012602904103193802,0.010405897643363186,0.02197006459830615
100,1,7,3,0.006897812825161047,0.0043398345708189345,0.025579782543421123
100,2,0,2,0.02516646626912453,0.02256322292842801,0.026032433406965216
100,2,1,1,0.014789033432704662,0.0129881117730461,0.01800921659658563
100,2,2,0,0.007488670737886443,0.007268548537662161,0.0022012220022428254
100,2,3,0,0.010331242380389629,0.012807654903289004,-0.02476412522899375
100,2,4,3,0.004166021976041011,0.002710457465026364,0.014555645110146462
100,2,5,1,0.030431979873638822,0.02870712652248339,0.017248533511554327
100,2,6,1,0.010447149517389042,0.014081391573266867,-0.03634242055877824
100,2,7,1,0.015606863168252286,0.014994586695880987,0.006122764723712989
