gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,1.9833797539916027,3.0012799980985907,0.18409987284418913,0.19999000024999583,3.2490987734679835,0,1
100,1.9789703284655709,3.0122869713010982,0.20327407572151412,0.19998000099996668,1.2752805749786622,2,2
150,1.9709234250151622,2.9619191169336143,0.1791124217266912,0.1999700022498875,0.0,4,4
200,2.0059003080528854,2.9413948780327983,0.20605173308538546,0.19996000399973335,3.301493315708495,4,6
250,1.989133066425108,2.9115280137966058,0.20198473638511633,0.19995000624947923,1.688803447575953,4,8
300,1.96114238535163,2.9306608356241655,0.19176309754208073,0.19994000899910008,2.35982260803821,6,10
350,1.9778088575964339,2.971814577802006,0.20908370989454128,0.199930012248571,2.199139050116174,7,10
400,1.9695498479701807,2.9808610641118403,0.18205100736033572,0.1999200159978669,0.0,7,12
450,1.9648872308591598,2.988214442062247,0.18187472111756472,0.19991002024696286,0.307988566887472,7,12
500,1.9473449568994965,2.924303238025222,0.1885085675990999,0.19990002499583387,2.085850901604713,7,14
550,1.9537602627760273,2.9479814788842877,0.17918434231484454,0.19989003024445495,3.488228077043428,8,16
600,1.9005739620096376,2.9180457992291817,0.20125251228547822,0.1998800359928011,1.3761539390340176,10,16
650,1.951915098767022,2.8999921320964472,0.1744498223119711,0.19987004224084734,0.9356997213076118,12,18
700,1.9166852824606984,2.849776782690102,0.19606225011440748,0.19986004898856868,5.05237325935253,14,20
750,1.9558424077770462,2.890684516109474,0.18599873849706408,0.19985005623594015,0.0,16,20
800,1.9302042389286376,2.867673996108104,0.16991167075955255,0.19984006398293674,5.229226236521541,17,20
850,1.9666749322124846,2.8147588281889218,0.18577775230501653,0.19983007222953353,0.5280537809415777,17,20
900,1.9307267127391534,2.809101921382784,0.17005992829979813,0.19982008097570547,0.0,19,22
950,1.8962879311118594,2.842014820514477,0.18160836773789016,0.19981009022142762,1.8669541021796074,20,24
1000,1.8636562359172093,2.8621585628099324,0.20067740163916378,0.19980009996667503,1.9635060362598367,22,25
1050,1.8855993808507985,2.8449185524073886,0.1910479268573454,0.19979011021142265,2.982731833516919,23,27
1100,1.8805095954711262,2.8162101653223446,0.17871919973367495,0.19978012095564554,1.286257894675725,25,28
1150,1.8649448354654607,2.813997299984649,0.19056654955024555,0.19977013219931875,0.0,26,28
1200,1.8942609005603672,2.812513319464987,0.17179581881272454,0.19976014394241728,4.779440032620201,26,28
1250,1.8846202925170437,2.753587825654037,0.18585584501791655,0.1997501561849162,0.2988014213804693,27,28
1300,1.890602223856256,2.7897596870966384,0.21613668375184947,0.19974016892679047,1.950513387871063,28,29
1350,1.8348292642892448,2.8029426664649217,0.18426041946466606,0.1997301821680152,0.0,28,30
1400,1.8500589174433135,2.8053818381525146,0.16164343183927468,0.19972019590856535,0.4713444837089211,30,30
1450,1.8731332002268901,2.779369691117031,0.18940755489399091,0.199710210148416,2.1084680102486857,30,32
1500,1.825337740352869,2.77444963754888,0.1782100109897321,0.1997002248875422,2.0950860006495575,30,34
1550,1.8514729953437097,2.796562463648236,0.1785548339927716,0.19969024012591893,4.7837581869219115,31,34
1600,1.838329823996788,2.7961273317973685,0.1923387099916405,0.19968025586352128,7.765671782225171,33,35
1650,1.8438065566720185,2.7532438778056685,0.181244706454511,0.19967027210032426,0.7027721587321585,33,35
1700,1.7936226163790712,2.695338711667906,0.17260119788621434,0.19966028883630293,4.381433977929298,35,35
1750,1.84555878695973,2.691666709955222,0.15499458624322476,0.1996503060714323,2.606435433934041,37,35
1800,1.8083116756994897,2.7508740962565974,0.17721618132097064,0.19964032380568747,3.580419669445902,38,36
