gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,3,0.024297902844499904,0.02679757429608748,-0.024996714515875734
50,0,1,1,0.019240699791331233,0.018235679455780973,0.010050203355502607
50,0,2,3,0.013751482978808235,0.013295576332794701,0.004559066460135328
50,0,3,3,0.018441814126499704,0.014160750539217275,0.04281063587282429
50,0,4,1,0.02290162955837681,0.023415755158723475,-0.005141256003466655
50,0,5,0,0.03385402737580104,0.033887903838365915,-0.0003387646256487642
50,0,6,0,0.018408605486852154,0.018526495556265916,-0.0011789006941376322
50,0,7,1,0.005919133485103615,0.005320162511455872,0.005989709736477433
50,1,0,3,-7.114985921727181e-05,0.0,-0.0007114985921727181
50,1,1,1,0.016620736647543693,0.015772030106177694,0.00848706541365998
50,1,2,1,-0.001388078897694522,0.0013660624719673848,-0.027541413696619065
50,1,3,1,0.02455988248086409,0.023105435041629804,0.01454447439234287
50,1,4,2,0.018465645245479587,0.019124494965728097,-0.006588497202485087
50,1,5,1,-0.004438201510750064,0.0,-0.04438201510750064
50,1,6,1,0.02989796367789703,0.02985138298767625,0.00046580690220779207
50,1,7,3,0.020827005245466636,0.01855610196212709,0.02270903283339543
50,2,0,0,0.0317848953283806,0.031095028662173174,0.006898666662074263
50,2,1,3,0.0021823021800891937,0.0,0.021823021800891938
50,2,2,1,0.024224304530408202,0.024190090262696737,0.0003421426771146685
50,2,3,2,0.010044919039661853,0.013321021870241045,-0.03276102830579192
50,2,4,0,0.023088179915152093,0.023478059528079853,-0.003898796129277607
50,2,5,1,0.012471964103220889,0.013955532538201098,-0.01483568434980209
50,2,6,0,0.005715542128534328,0.006467900917906711,-0.00752358789372383
50,2,7,1,0.00971832771044149,0.009841663917810706,-0.0012333620736921635
100,0,0,1,0.025042006086853714,0.026285971256626343,-0.012439651697726293
100,0,1,3,0.01565155973499151,0.016380815790761765,-0.0072925605577025465
100,0,2,2,0.01714448687074694,0.016712269207287897,0.004322176634590418
100,0,3,2,0.0390901776518552,0.03751471292132188,0.015754647305333234
100,0,4,0,0.007114279526593992,0.010152550459892669,-0.030382709332986764
100,0,5,3,0.01777630372742852,0.01200216897312006,0.05774134754308458
100,0,6,2,0.0013304439386821027,0.0,0.013304439386821026
100,0,7,2,0.0289861815326491,0.02931511599023542,-0.003289344575863199
100,1,0,2,0.0071629214856024906,0.007141263528836154,0.00021657956766336328
100,1,1,3,0.016036436077467513,0.018774447287057242,-0.027380112095897302
100,1,2,2,0.012602435266039658,0.013734396449925496,-0.011319611838858386
100,1,3,2,0.018819970141820637,0.019935577805006318,-0.01115607663185682
100,1,4,2,0.014718815851783848,0.010969194008661096,0.03749621843122752
100,1,5,0,0.02322543332409192,0.022937875221683758,0.0028755810240816172
100,1,6,1,0.01241756136135742,0.011736542025291397,0.006810193360660234
100,1,7,0,0.017249362774059845,0.01724484572174472,4.517052315123386e-05
100,2,0,2,0.017032871600688167,0.015415823635031902,0.016170479656562643
100,2,1,3,0.014430763937042993,0.016980127687214287,-0.02549363750171294
100,2,2,0,0.01465465594364493,0.015065905904295573,-0.004112499606506434
100,2,3,2,0.020395731486358135,0.018849543093675064,0.01546188392683072
100,2,4,0,0.017913254050626114,0.016699509474883724,0.01213744575742391
100,2,5,2,0.037418056474433053,0.03456689712705762,0.028511593473754357
100,2,6,0,0.00905250999108109,0.007673043774669008,0.013794662164120832
100,2,7,1,0.025961840432825838,0.027937753213428215,-0.019759127806023784
150,0,0,1,0.014774746449233035,0.015128796153646172,-0.003540497044131374
150,0,1,2,0.024209293457706345,0.021909590488581095,0.022997029691252502
150,0,2,3,0.018938548610192833,0.017024496094758746,0.019140525154340886
150,0,3,2,0.010188061787212125,0.010829236370991112,-0.006411745837789862
150,0,4,0,0.007649407931507779,0.006300803287980633,0.013486046435271461
150,0,5,1,0.004310361890048906,0.004239757332987697,0.0007060455706120912
150,0,6,0,0.01130427122109734,0.013087863557131839,-0.017835923360344993
150,0,7,1,0.013140881965513784,0.011355689938496668,0.017851920270171164
150,1,0,0,0.011732745446632994,0.00918287205575195,0.02549873390881043
150,1,1,2,0.02654027546753376,0.02791154484871046,-0.013712693811766994
150,1,2,3,0.010146260894093304,0.01161834182186959,-0.014720809277762871
150,1,3,0,0.015493150043785682,0.014798714653544938,0.006944353902407444
150,1,4,2,0.012672585082404653,0.0144985293495014,-0.018259442670967477
150,1,5,0,0.025967303909789574,0.027438249825265864,-0.014709459154762902
150,1,6,3,0.008869295767301985,0.00721080764367873,0.016584881236232547
150,1,7,1,0.017080773162365708,0.01699950020041008,0.000812729619556265
150,2,0,2,0.020825190800554262,0.015984481458108206,0.048407093424460576
150,2,1,3,0.017993602163495312,0.018167927096577018,-0.0017432493308170592
150,2,2,1,-0.0010045622859430172,0.0,-0.010045622859430172
150,2,3,3,0.019768090592788147,0.019031526092018736,0.007365645007694099
150,2,4,1,0.0026104313058651183,0.0008009612447970743,0.01809470061068044
150,2,5,1,0.004080226054563368,0.0044899695401757495,-0.004097434856123813
150,2,6,2,0.020731581051540098,0.022888699825276144,-0.021571187737360466
150,2,7,2,-0.0014680687852127847,0.0002144475592293256,-0.0168251634444211
200,0,0,2,0.016657597097132694,0.01648095855690711,0.0017663854022558416
200,0,1,3,0.003445784755681448,0.006606843227645249,-0.03161058471963801
200,0,2,2,0.030439253765357475,0.03225017196459924,-0.01810918199241766
200,0,3,2,0.033040328966895745,0.029826524764221776,0.03213804202673966
200,0,4,0,0.007423721052645492,0.007927727403851639,-0.005040063512061469
200,0,5,1,0.028401299420148005,0.026584379785070375,0.01816919635077628
200,0,6,2,0.021984500636280536,0.023019947426141156,-0.010354467898606208
200,0,7,1,0.0017597883925452953,0.0029233272425448053,-0.011635388499995099
200,1,0,2,0.009292389301119669,0.006839650185571712,0.024527391155479573
200,1,1,0,0.0134452103310502,0.01280948285183359,0.00635727479216609
200,1,2,3,0.011698783292234723,0.010559486669161794,0.011392966230729303
200,1,3,3,0.018944043291475792,0.021976464901463634,-0.030324216099878416
200,1,4,0,0.03362981062918255,0.03045960958512268,0.03170201044059867
200,1,5,0,0.005153241127680781,0.004038309361558225,0.011149317661225564
200,1,6,3,0.014767695368666083,0.013185839061302133,0.0158185630736395
200,1,7,2,0.025370734706098904,0.025725004455944514,-0.0035426974984560876
200,2,0,1,0.01231742921108601,0.008865923996705702,0.03451505214380307
200,2,1,3,0.01768435084254187,0.021702334169636257,-0.04017983327094387
200,2,2,2,0.018470200029306272,0.017571025253078004,0.008991747762282672
200,2,3,3,0.010618591556542437,0.008697510214082656,0.019210813424597805
200,2,4,3,0.00219703860142391,0.0,0.021970386014239097
200,2,5,1,0.006064632868464752,0.005478909595344229,0.005857232731205228
200,2,6,3,0.005645555677177867,0.007595195573673805,-0.01949639896495939
200,2,7,3,0.004246789602318173,0.003957705317343749,0.0028908428497442396
250,0,0,0,-0.0008445983106925448,0.0013503682925943977,-0.021949666032869426
250,0,1,1,0.005713990323234896,0.004253549347085602,0.014604409761492932
250,0,2,3,0.0015916579209129334,0.0,0.015916579209129332
250,0,3,3,0.03888868938803878,0.03737332538987774,0.015153639981610394
250,0,4,1,0.017729805624645437,0.012691390853244628,0.05038414771400809
250,0,5,0,0.02252643630444889,0.02339694161572666,-0.008705053112777703
250,0,6,2,0.01672424683726445,0.015919206683506177,0.00805040153758272
250,0,7,2,0.028700273054042463,0.027413194705394377,0.01287078348648085
250,1,0,3,0.007725053525688908,0.009282944502132897,-0.015578909764439888
250,1,1,3,0.028263244254162684,0.02568414892057562,0.02579095333587064
250,1,2,0,-0.0025418029382299704,0.0,-0.0254180293822997
250,1,3,1,0.0055933982930660205,0.004535493387752471,0.010579049053135494
250,1,4,0,0.03728922233040484,0.039960886871666504,-0.02671664541261665
250,1,5,1,0.0029864938332324806,0.004228213713557739,-0.01241719880325258
250,1,6,1,0.0035794420497428574,0.0037738688095660475,-0.0019442675982319006
250,1,7,3,0.023356965862439287,0.021892918519088662,0.014640473433506258
250,2,0,1,0.02072035305041866,0.023238581399519377,-0.025182283491007186
250,2,1,2,0.02220279013088173,0.027127269782329065,-0.04924479651447334
250,2,2,2,0.02684558890576457,0.025481154386084746,0.013644345196798264
250,2,3,2,0.01631878919849906,0.016249813655891898,0.0006897554260716235
250,2,4,3,0.016260918709830298,0.016176691117655424,0.000842275921748755
250,2,5,2,0.013027034166608149,0.010675375444125765,0.023516587224823846
250,2,6,0,0.006907064204805624,0.005613204919085818,0.012938592857198058
250,2,7,0,0.019504086657300867,0.01792987904891956,0.01574207608381309
300,0,0,2,0.022347556951096872,0.021229759568503617,0.011177973825932575
300,0,1,1,0.0093852209664907,0.011104893205541299,-0.01719672239050599
300,0,2,0,0.014160706553976606,0.01352711831029737,0.006335882436792359
300,0,3,0,0.03178453902884784,0.032404054049441036,-0.00619515020593194
300,0,4,2,0.008337553483577769,0.005773144926282869,0.025644085572948994
300,0,5,3,0.026196873244949282,0.028452140055581263,-0.02255266810631982
300,0,6,1,0.002084406085050083,0.0036953593233726087,-0.016109532383225256
300,0,7,3,0.008426441462597686,0.011379692792806118,-0.029532513302084326
300,1,0,3,0.020706444103013106,0.01970088817420426,0.01005555928808849
300,1,1,0,0.003029360448326853,0.0,0.03029360448326853
300,1,2,1,0.01783542824140678,0.018159516949132988,-0.0032408870772620926
300,1,3,0,0.01469513199454677,0.013949816635603483,0.007453153589432864
300,1,4,2,0.00539951908354158,0.005244231524580201,0.0015528755896137981
300,1,5,1,0.01721556726115844,0.01178174403843252,0.0543382322272592
300,1,6,2,0.014522968156697305,0.011691870767838307,0.028310973888589986
300,1,7,2,0.010090760680196134,0.012468647378736465,-0.023778866985403307
300,2,0,2,0.0011949936003794034,0.00035674661441602654,0.008382469859633769
300,2,1,1,0.016314884790830184,0.014757070496133957,0.015578142946962262
300,2,2,3,0.028472729151641764,0.02771580234433819,0.00756926807303573
300,2,3,0,0.02030204401706315,0.019782799268221497,0.0051924474884165305
300,2,4,3,0.03539070042691093,0.036962541282908865,-0.015718408559979392
300,2,5,1,0.014525662458155827,0.015374392083037317,-0.008487296248814896
300,2,6,0,0.009055269389220135,0.00816360322818341,0.008916661610367251
300,2,7,2,-0.0007475889199735327,0.0033414440276674246,-0.040890329476409575
350,0,0,3,0.012034725027072896,0.009114338285490065,0.029203867415828304
350,0,1,3,0.015063099823733423,0.014408647940777425,0.006544518829559989
350,0,2,0,0.021418043171643964,0.021043666190198276,0.003743769814456887
350,0,3,0,0.01707747296674106,0.018782423531525122,-0.01704950564784062
350,0,4,0,0.024933813302591024,0.024224588063168503,0.00709225239422522
