gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,2.0145957944622883,2.976528604706603,0.18808429032075996,0.19999000024999583,2.7196932618244842,2,1
100,2.0451134892292133,2.980741129379678,0.20118435683164015,0.19998000099996668,1.283467839688123,3,3
150,2.000563618007048,3.0222829097205213,0.19114739883102083,0.1999700022498875,0.0,3,5
200,1.9856995208638641,2.952860801441127,0.19656254555686606,0.19996000399973335,0.0,5,7
250,1.9851394373850118,2.974885339997005,0.20134667281403731,0.19995000624947923,4.454529600237169,7,7
300,1.980620542831159,2.9716678932305167,0.20354334250599107,0.19994000899910008,0.0,8,8
350,1.9504820853428622,2.978002784608575,0.18460897419870753,0.199930012248571,0.0,10,10
400,1.9923585487010769,2.946063786460845,0.188372661312542,0.1999200159978669,0.0,10,12
450,1.950675037332878,2.9363781910685676,0.1806854421809073,0.19991002024696286,1.6751574113959944,12,14
500,1.9356005005231662,2.953063855608521,0.19420701298810422,0.19990002499583387,3.3459728910214186,14,16
550,1.9573273887220168,2.973945174398973,0.189368479220953,0.19989003024445495,1.810497791633277,14,18
600,1.9129485670852127,2.923062004740667,0.1965750771355025,0.1998800359928011,0.044346002540829765,15,19
650,1.931631600945109,2.927629699684464,0.18911965104592068,0.19987004224084734,4.00264964580189,15,20
700,1.9366240529903944,2.93409709574917,0.17922977979429056,0.19986004898856868,1.611437111819984,16,21
750,1.941425085597984,2.8679280813191035,0.19611155703670005,0.19985005623594015,1.0919083633537519,18,21
800,1.9071388310096937,2.8787606005391275,0.19397545629899132,0.19984006398293674,0.0,18,21
850,1.92041578348863,2.8774959550999686,0.17981882107310682,0.19983007222953353,0.0,18,22
900,1.9111000066937636,2.862842393391553,0.19377194491364966,0.19982008097570547,2.7307489982675994,20,24
950,1.9434957827654287,2.874003475542492,0.18104327121916808,0.19981009022142762,1.134785770891201,21,25
1000,1.9251471023849738,2.8273122771986086,0.20131409904765243,0.19980009996667503,0.0,21,27
1050,1.913915008880264,2.786191841201576,0.20316022485245736,0.19979011021142265,0.008009124379819266,23,28
1100,1.8964725360699004,2.8668527398705637,0.17496480052496705,0.19978012095564554,0.0,24,30
1150,1.9054087343065633,2.809124073223825,0.1734564699113981,0.19977013219931875,3.865799190021741,25,32
1200,1.8718277681103412,2.8301968537043725,0.17564523857546258,0.19976014394241728,1.7543780871718586,25,32
1250,1.8891619244633044,2.8056022552401143,0.17948200253626972,0.1997501561849162,3.0131939707650806,25,32
1300,1.8718608869897848,2.776097153105409,0.17325865536058369,0.19974016892679047,1.1189307280058884,26,33
1350,1.8327661749945348,2.773621217849102,0.1864981447081522,0.1997301821680152,3.874646706332656,28,33
1400,1.8833768954583407,2.793240157266858,0.17048244735381005,0.19972019590856535,0.631490256287937,28,33
1450,1.8901624194434825,2.724848513457894,0.1814151864243655,0.199710210148416,0.09209477634533236,28,35
1500,1.8568509281107948,2.726691442464103,0.161363921130634,0.1997002248875422,4.789696016749283,28,36
1550,1.8403966077777447,2.7655306913009396,0.17462486881960088,0.19969024012591893,5.511861343609059,29,38
1600,1.8286686275335475,2.7007249386072276,0.17349200090319364,0.19968025586352128,3.505846258351641,30,40
1650,1.8458527124045059,2.725689570804423,0.15195873509768765,0.19967027210032426,4.557143261991257,30,41
1700,1.7882248150107571,2.701034342095122,0.18239130913248727,0.19966028883630293,6.6856251438920005,31,42
1750,1.8195077739360146,2.6950666330855766,0.19299902554832774,0.1996503060714323,3.61717058858808,32,42
1800,1.8231537397788207,2.691416666986714,0.17506223785726216,0.19964032380568747,4.6803559025203345,34,43
1850,1.853544136213777,2.6872894330139583,0.17298745621796072,0.19963034203904342,5.12206607837134,34,44
1900,1.834599755171203,2.6400090274388326,0.17737023123650075,0.19962036077147524,2.922760038421812,34,46
1950,1.8399234454140814,2.668881530934925,0.16275767133367783,0.19961038000295794,4.111653831726745,36,47
2000,1.8186588281616458,2.682799683117848,0.1523699345444919,0.19960039973346663,3.105741988458955,38,47
2050,1.8060767584185247,2.695760363214165,0.1775370376424286,0.1995904199629763,5.5533954660599445,38,47
