gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,1,0.027191903313210097,0.028068886062600926,-0.008769827493908287
50,0,1,0,-8.082355088638497e-05,0.0,-0.0008082355088638496
50,0,2,2,0.0045014270714625205,0.004288594538423493,0.002128325330390274
50,0,3,1,0.023026900056088144,0.025869611728958526,-0.02842711672870384
50,0,4,3,0.025987767282666777,0.0283692767386963,-0.02381509456029524
50,0,5,3,-0.00016710594227602687,0.0,-0.0016710594227602685
50,0,6,1,0.0006442864049173181,0.00032594679280989816,0.003183396121074199
50,0,7,0,0.011400905402324048,0.013635731391362439,-0.022348259890383894
50,1,0,3,0.016167253146745636,0.015282115461201432,0.008851376855442052
50,1,1,1,0.008070703615012114,0.007399107203623205,0.006715964113889091
50,1,2,1,0.026403456227927134,0.027715571452828106,-0.013121152249009707
50,1,3,3,0.0004565702740975564,0.0018326594083986191,-0.013760891343010626
50,1,4,1,0.02777734851799352,0.028835553980163194,-0.01058205462169674
50,1,5,1,0.02588435883809634,0.022887852855680135,0.02996505982416202
50,1,6,0,0.016455934275773715,0.013687505233806576,0.0276842904196714
50,1,7,2,0.000550393504066935,0.0,0.00550393504066935
50,2,0,3,0.023673675900262762,0.022997579171173364,0.0067609672908939804
50,2,1,0,0.013677294105612222,0.01635003363070216,-0.026727395250899386
50,2,2,2,0.029894120486822547,0.031107445751127432,-0.012133252643048842
50,2,3,1,0.006105753672910339,0.00787291004574648,-0.017671563728361414
50,2,4,3,0.00462900509582197,0.004761311930835408,-0.0013230683501343698
50,2,5,2,0.010170176993526101,0.008023788744405534,0.02146388249120567
50,2,6,0,0.0025651824094127676,0.00041975496511178004,0.021454274443009874
50,2,7,0,0.009981897752508219,0.013372242730003495,-0.03390344977495276
100,0,0,0,0.006058877659129552,0.003244589196537943,0.028142884625916093
100,0,1,0,0.02703318129438222,0.029319943864741554,-0.022867625703593332
100,0,2,1,0.0011054765570899768,0.0011193166169908477,-0.0001384005990087086
100,0,3,3,0.0034526232520438087,0.0,0.034526232520438085
100,0,4,3,0.007367371810429319,0.00776379640231009,-0.003964245918807701
100,0,5,2,0.011067519695064285,0.008777808655638892,0.022897110394253923
100,0,6,1,0.01825988074031978,0.02015726412409678,-0.018973833837769988
100,0,7,0,0.022439845769517675,0.022626310661108977,-0.0018646489159130325
100,1,0,2,0.013515316726813711,0.013398938465450212,0.0011637826136349913
100,1,1,1,0.025671672145548812,0.025472996591771817,0.0019867555377699577
100,1,2,0,0.002758032226613264,0.004712786846735591,-0.019547546201223277
100,1,3,2,0.015752484569670898,0.011806405914076161,0.03946078655594736
100,1,4,1,0.011577907430310973,0.009033845724108069,0.025440617062029044
100,1,5,1,0.017630273633501743,0.016267430644951526,0.013628429885502176
100,1,6,0,0.020089074135779622,0.019860707735687332,0.0022836640009228954
100,1,7,3,0.005390879862259109,0.0027402352966898434,0.02650644565569265
100,2,0,3,0.026395369135942655,0.02330649281656534,0.03088876319377313
100,2,1,3,0.02158056533740991,0.02534219670976083,-0.03761631372350923
100,2,2,1,0.010832130916678447,0.008003055478496722,0.02829075438181726
100,2,3,1,0.01346006006357451,0.012134216192536774,0.013258438710377358
100,2,4,0,0.02145622145955716,0.017045341744429725,0.04410879715127436
100,2,5,3,0.014275244301764524,0.013711871343690011,0.005633729580745138
100,2,6,0,0.020232722606300997,0.017767015766707084,0.024657068395939136
100,2,7,2,0.00421679639771028,0.006763000241172948,-0.025462038434626674
150,0,0,1,0.02754648656431861,0.026993100637618,0.00553385926700611
150,0,1,1,0.012193376244726741,0.013840333031242763,-0.016469567865160222
150,0,2,3,0.009953463844247574,0.01676689345564232,-0.06813429611394746
150,0,3,1,0.01291038891453251,0.012368765327832125,0.005416235867003858
150,0,4,1,0.006842662367341116,0.008785054059260104,-0.01942391691918988
150,0,5,0,0.008618911414264244,0.007899487872151816,0.007194235421124278
150,0,6,1,-0.0013585628871800384,0.0,-0.013585628871800384
150,0,7,2,0.01213942397935247,0.010660167502354746,0.014792564769977246
150,1,0,2,0.012689954010726347,0.010068238094284922,0.026217159164414243
150,1,1,1,0.01596285863819452,0.016241353585861526,-0.002784949476670053
150,1,2,0,0.010549840171341241,0.010757315088338732,-0.0020747491699749133
150,1,3,0,0.02319792094745725,0.020930251108975305,0.022676698384819446
150,1,4,0,0.029625439409806595,0.028119777552430607,0.015056618573759896
150,1,5,3,0.026911951372946347,0.02212841587370546,0.04783535499240887
150,1,6,3,0.01442318213271767,0.0159484889084112,-0.015253067756935317
150,1,7,2,0.012927391702658216,0.012956505918076382,-0.000291142154181654
150,2,0,1,0.03225477367525397,0.032670478556739393,-0.0041570488148542015
150,2,1,2,0.02254049339776324,0.020181812976640102,0.023586804211231365
150,2,2,2,0.020460197009416172,0.021196500525280073,-0.00736303515863902
150,2,3,3,-0.00032548747923955706,0.0012563706289340747,-0.015818581081736317
150,2,4,3,0.0008377901287356586,0.0022304485454263667,-0.01392658416690708
150,2,5,1,0.012559561132199368,0.012472955773687268,0.0008660535851209955
150,2,6,3,0.025518308352241413,0.02901930072317639,-0.03500992370934978
150,2,7,0,0.017623730124995816,0.018097327197563202,-0.004735970725673851
200,0,0,2,0.007914579120476372,0.0062324982734432415,0.0168208084703313
200,0,1,0,0.019987858613290204,0.022481462911917598,-0.024936042986273943
200,0,2,1,0.023096843271546704,0.01984734999521364,0.032494932763330625
200,0,3,3,0.013350642171934357,0.013308224814056144,0.0004241735787821179
200,0,4,0,0.007333247381648133,0.010550789991415132,-0.03217542609767
200,0,5,1,0.008761087153991907,0.011250977390497272,-0.024898902365053655
200,0,6,3,0.00344933707307093,0.00440442026378135,-0.0095508319071042
200,0,7,1,0.021666992201648954,0.02043559362228381,0.012313985793651441
200,1,0,1,0.004848791562252355,0.00771393995056573,-0.02865148388313375
200,1,1,2,0.002304561401553936,0.004590631034753483,-0.022860696331995466
200,1,2,3,0.026409720595563183,0.02693237990438356,-0.005226593088203771
200,1,3,0,0.005972870791522656,0.009054891864683449,-0.030820210731607924
200,1,4,1,0.019489634291330597,0.0166029985309136,0.028866357604170004
200,1,5,0,0.027053773958905885,0.028139091789096286,-0.010853178301904003
200,1,6,0,0.012106487701668509,0.011923109126640253,0.001833785750282556
200,1,7,1,0.015222812857303697,0.014263494342607395,0.009593185146963012
200,2,0,0,0.012807792548541965,0.012939506146657481,-0.0013171359811551563
200,2,1,0,-0.002778625875242468,0.0,-0.02778625875242468
200,2,2,3,0.017366328313036302,0.015174573194460458,0.021917551185758426
200,2,3,0,0.004681239724115616,0.004245994351115641,0.004352453729999742
200,2,4,1,0.011669143663691714,0.015249874783972096,-0.03580731120280381
200,2,5,0,0.02246205578055784,0.02328572565492066,-0.008236698743628222
200,2,6,3,0.019863895944530786,0.021548499449154202,-0.01684603504623416
200,2,7,2,-0.000958096940451746,0.0,-0.00958096940451746
250,0,0,3,0.023061889469501804,0.02658373865928893,-0.03521849189787127
250,0,1,2,0.02298317157926229,0.024252064258192,-0.012688926789297077
250,0,2,3,0.009076645380830264,0.009602533727551231,-0.0052588834672096674
250,0,3,1,0.025014721935037912,0.024029750808273204,0.00984971126764709
250,0,4,3,0.012544835996682496,0.013040516722482798,-0.004956807258003018
250,0,5,1,0.021009309179519958,0.0250565420698257,-0.040472328903057415
250,0,6,2,0.02712478794631237,0.02869940274229233,-0.01574614795979962
250,0,7,3,0.01951198244985578,0.02139650977872661,-0.01884527328870826
250,1,0,3,0.004372290286114015,0.0012468008385459507,0.03125489447568064
250,1,1,1,0.020443630983926715,0.02120191136096176,-0.007582803770350443
250,1,2,2,0.020388409968863232,0.020784652703124323,-0.003962427342610905
250,1,3,3,0.02792726457300219,0.026009479322084895,0.01917785250917297
250,1,4,2,0.027382824800709832,0.028366982249749727,-0.009841574490398932
250,1,5,3,0.013603748830895806,0.014998510893533254,-0.01394762062637448
250,1,6,2,0.014771801459873314,0.01119066334829991,0.035811381115734044
250,1,7,3,0.011044901802701691,0.01350186209784853,-0.024569602951468383
250,2,0,0,0.004956269494469244,0.005643804610023803,-0.006875351155545582
250,2,1,2,0.03752491735210477,0.03364978720261541,0.03875130149489356
250,2,2,0,0.017815684724067034,0.01739015883992187,0.004255258841451617
250,2,3,2,-0.001888988452892591,0.0003806466723665688,-0.022696351252591597
250,2,4,0,0.014524607100037785,0.014823292774768385,-0.0029868567473059875
250,2,5,0,0.02346688755592351,0.0199108582122006,0.035560293437229086
250,2,6,0,0.008342519363874973,0.008382170635824832,-0.00039651271949857895
250,2,7,1,0.015966378352440316,0.016356912586895974,-0.0039053423445565717
300,0,0,0,0.01905732077144314,0.021410572165905195,-0.023532513944620526
300,0,1,1,0.019353822988241853,0.023801184827554236,-0.04447361839312383
300,0,2,3,-0.0002566500481294099,0.0,-0.0025665004812940985
300,0,3,0,0.01428694714100545,0.017368693228673026,-0.03081746087667576
300,0,4,1,0.026513397915603372,0.025563323578024988,0.00950074337578384
300,0,5,1,0.029455615899632342,0.027466514792700923,0.01989101106931418
300,0,6,1,0.010870233326777891,0.011388630739154724,-0.00518397412376832
300,0,7,1,0.027970610292503792,0.026583501735963,0.013871085565407908
300,1,0,1,0.029082143476172842,0.025870687120576226,0.03211456355596615
300,1,1,0,0.004617811844820356,0.0036694502759719583,0.009483615688483982
300,1,2,2,0.030569576298907428,0.029527177151889,0.010423991470184264
300,1,3,1,0.026417383314899893,0.027194070553247664,-0.007766872383477696
300,1,4,1,0.010079044131915725,0.010549363729794654,-0.004703195978789283
300,1,5,2,0.010489656463903095,0.01097906484194747,-0.004894083780443762
300,1,6,1,0.04008639889009506,0.04282231176768743,-0.02735912877592367
300,1,7,0,0.01793100433793384,0.015353709355469125,0.025772949824647173
300,2,0,0,0.02337341727721507,0.02098260155335971,0.023908157238553614
300,2,1,2,0.030738782673458823,0.029771421032662462,0.009673616407963603
300,2,2,2,0.03138300865169922,0.03424822765407691,-0.028652190023776933
300,2,3,1,0.0009213406296405104,0.0,0.009213406296405104
300,2,4,2,0.020739576608234382,0.021198488863404374,-0.004589122551699932
300,2,5,3,0.01364261021556538,0.01316301652950394,0.004795936860614395
300,2,6,1,0.01452208345102771,0.014317551100708271,0.00204532350319438
300,2,7,3,0.0196925282188483,0.022082262127635463,-0.02389733908787161
350,0,0,2,0.00037391495856501424,0.0,0.0037391495856501423
350,0,1,0,0.008757330083871383,0.0060363751607191984,0.02720954923152185
350,0,2,2,0.02002645314879286,0.01980617713926327,0.002202760095295914
350,0,3,3,0.01528402085932865,0.015822571584674514,-0.00538550725345863
350,0,4,0,0.012532045666016184,0.015547529578438326,-0.03015483912422142
350,0,5,3,0.00777571140830503,0.008123611930780568,-0.00347900522475538
