gen,block_id,island_id,op_id,reward,improvement,diversity_change
50,0,0,3,0.0035522306627315454,0.003657732066758724,-0.0010550140402717856
50,0,1,3,0.017452512947624375,0.019578503438307956,-0.02125990490683582
50,0,2,3,0.0038938653662978513,0.005938945564595555,-0.02045080198297704
50,0,3,3,0.0047862749999908055,0.006197058622029643,-0.014107836220388375
50,0,4,3,0.016823034395689156,0.012915208261331083,0.03907826134358074
50,0,5,0,0.018019930328857462,0.019745190795891116,-0.01725260467033654
50,0,6,2,0.01895548993829821,0.020303989090513667,-0.013484991522154566
50,0,7,3,0.002186588359055608,0.0,0.02186588359055608
50,1,0,3,0.008559650091621879,0.009003871805282192,-0.004442217136603129
50,1,1,1,0.009487572182411275,0.009477976055251969,9.596127159305735e-05
50,1,2,0,0.008386338549405677,0.00787390522765764,0.00512433321748038
50,1,3,0,0.019217653739374663,0.018329378904103966,0.008882748352706972
50,1,4,0,0.014786191261000396,0.012475601230919592,0.023105900300808037
50,1,5,2,0.013531149522118974,0.011122713207740302,0.024084363143786716
50,1,6,1,0.005698243065169012,0.0055856708537624054,0.0011257221140660674
50,1,7,2,0.0254702716117176,0.025264475129511632,0.002057964822059682
50,2,0,1,0.01472503544881499,0.011910582716077148,0.028144527327378405
50,2,1,3,0.014176978239949066,0.014704486460181496,-0.005275082202324313
50,2,2,0,0.0027724165992393853,0.004665459200296299,-0.018930426010569133
50,2,3,1,0.012016612023037446,0.011588642201386775,0.0042796982165067225
50,2,4,1,0.01680414798581505,0.01879328658222641,-0.01989138596411358
50,2,5,1,0.012388101981461553,0.009877917681068733,0.025101843003928197
50,2,6,0,0.016862881825013866,0.015542305831461605,0.01320575993552261
50,2,7,2,0.004591167579664298,0.004353384822277893,0.00237782757386404
100,0,0,0,0.033799416710621866,0.029793189668511803,0.04006227042110061
100,0,1,2,0.018456942025456766,0.02047303811236803,-0.020160960869112662
100,0,2,1,0.025206284879370978,0.026666165698885025,-0.014598808195140475
100,0,3,0,0.02968206427695851,0.026104620791473635,0.03577443485484874
100,0,4,1,0.004539886233521364,0.004024476605139006,0.005154096283823584
100,0,5,2,0.020613095228351357,0.020708026537939135,-0.0009493130958777703
100,0,6,2,0.022591025384518217,0.027558477394603653,-0.049674520100854345
100,0,7,0,0.019316626972752333,0.017911307273188067,0.014053196995642656
100,1,0,2,0.004974791065618493,0.006663199877599637,-0.016884088119811434
100,1,1,2,0.020894395080588005,0.022482883165206437,-0.015884880846184335
100,1,2,1,-0.0022554207385205314,0.0031472480495081355,-0.05402668788028667
100,1,3,1,0.018691013657543398,0.018837581221073214,-0.001465675635298175
100,1,4,2,0.0026573227834618953,0.0,0.02657322783461895
100,1,5,0,0.017861383509414352,0.014694117498132318,0.03167266011282033
100,1,6,3,0.009884658066280508,0.008739614688127798,0.011450433781527105
100,1,7,2,0.021649496116775187,0.021846447727614363,-0.001969516108391742
100,2,0,1,0.026566575200621886,0.027830764013059464,-0.012641888124375793
100,2,1,2,0.016911195970139486,0.016175927108618166,0.007352688615213218
100,2,2,1,0.019553972035590422,0.02139895553734871,-0.01844983501758289
100,2,3,1,0.011729966172890172,0.012452102603821458,-0.007221364309312857
100,2,4,2,0.00802095202894736,0.008865590707735554,-0.00844638678788194
