Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 2140.1
Gen 50: best_fit = 1561.53
Gen 100: best_fit = 1432.08
Gen 150: best_fit = 1390.46
Gen 200: best_fit = 1337.04
Gen 250: best_fit = 1290.73
Gen 300: best_fit = 1274.38
Gen 350: best_fit = 1255.91
Gen 400: best_fit = 1236.56
Gen 450: best_fit = 1228.23
Gen 500: best_fit = 1223.97
Gen 550: best_fit = 1208.64
Gen 600: best_fit = 1191.72
Gen 650: best_fit = 1189.98
Gen 700: best_fit = 1168
Gen 750: best_fit = 1162.88
Gen 800: best_fit = 1158.16
Gen 850: best_fit = 1150.85
Gen 900: best_fit = 1148.31
Gen 950: best_fit = 1142.65
Gen 1000: best_fit = 1136.75
Gen 1050: best_fit = 1135.56
Gen 1100: best_fit = 1134.78
